,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
22203,40145,The V Word,2006,Horror,56,United States,Ernest R. Dickerson,"Arjay Smith, Branden Nadon, Michael Ironside, Lynda Boyd, Jodelle Ferland",4.9,5.0,5.0,20,"Kerry and Justin are two friends who, one night, decide to explore a morgue. Entering with the intention of observing some corpses, they find themselves in front of much more than they had asked for: a vampire who, interrupted during his meal, throws himself on the two nosy youngsters and bites them. When they realize they have been infected, children have to choose between death and a new lease on life ...","Despite the directorial effort to go beyond the spatters of blood - which remain an integral part of the vision -, the sociological subtext only emerges at intervals. The overall result is entertainment: a triumph of horrid and demonic that leaves you breathless.",0,2,0,2,0
22206,40149,Backwoods,2008,Horror,85,United States,Marty Weiss,"Haylie Duff, Ryan Merriman, Mimi Michaels, Craig Zimmermann, Roshawn Franklin, Willow Geer, John Hemphill, Jonathan Chase, Eric Larkin, Mick Lea",5.8,4.0,8.0,5,"While camping in Jasper Park, Northern California, an engaged couple is targeted by a group of strangers. He is killed, while the girl is kidnapped and taken to some sort of underground shelter. A couple of months later, Johnny Dash, manager of a video game company, invites his collaborators to a paintball competition in Jasper Park, with the aim of improving the company's performance. During the night, the employees feel observed: the next morning, they will have to realize that the game has turned into a real battle for survival, in a hostile territory inhabited by murderous maniacs ...",,0,2,0,1,0
22209,40152,The Visitation,2006,Horror,103,United States,Robby Henson,"Martin Donovan, Edward Furlong, Kelly Lynch, Randy Travis, Richard Tyson, Ellen Geer, Joe Unger, Priscilla Barnes, Noah Segan, James Horan",4.0,4.0,4.0,4,"Father Travis lost his faith when his beloved wife was murdered and the criminals were not punished. Suddenly his town becomes the scene of many portentous events: the son of the veterinarian Morgan Elliot survives a terrible car accident without reporting even a scratch, the dog of Travis himself is resurrected after being buried, a paraplegic returns to walk, a sick person of cancer heals inexplicably ... In all cases there are three mysterious men dressed in black. The situation takes a strange turn when the unknown Brandon Nichols claims to be Jesus Christ, and the local people support him ...",,0,2,0,1,0
22215,40158,The Black Cat,2006,Horror,56,United States,Stuart Gordon,"Jeffrey Combs, Elyse Levesque, Aron Tager, Eric Keenleyside",6.2,6.4,6.0,27,"Philadelphia, 1840: Writer Edgar Allan Poe is in the throes of a desperate creative crisis, trying to drown in alcohol. As he struggles to give birth to a story, money is scarce and his wife Virginia's black cat haunts him. Will it destroy his life or inspire his most famous tale?","Jeffrey Combs is a perfect Edgar Allan Poe, so much so that we forget he's there, inside the costume. In this episode of ""Masters of Horror_ - season 2"", Gordon restores the flavor of an era by dyeing it black enough to still feel real. More than the horror and the shed blood, it is the descent into the underworld of the mind that keeps you tense.",0,2,0,2,0
22235,40184,The Washingtonians,2006,Horror,55,United States,Peter Medak,"Johnathon Schaech, Venus Terzo, Myron Natwick, Duncan Fraser",4.4,4.0,5.0,16,"After his grandmother's funeral, Mike discovers an old letter hidden behind a portrait of George Washington in the cellar. Signed by the ""father of the nation"", the letter contains a declaration of cannibalism. While trying to ascertain its veracity, Mike comes across the sect of the ""Washingtonians"", an ancient secret society of anthropophages ...","The attempt to resurrect the horror genre from the descending parable of recycling would also be appreciable. But the idea remains on paper, and what works in the Bentley Little tale (from which this episode of the second series of _Masters of Horror_ is based) loses its appeal on screen. Too bad for the satirical intent.",0,2,1,1,0
22243,40193,April Fool's Day,1986,Horror,89,United States,Fred Walton,"Jay Baker, Pat Barlow, Lloyd Berry, Deborah Foreman, Deborah Goodrich, Tom Heaton, Mike Nomad, Ken Olandt, Griffin O'Neal, Leah Pinsent",4.9,4.5,5.0,15,"A group of particularly excited schoolmates meet in a villa on a remote island, to celebrate the last year of high school. Each of the boys reveals a secret from their past to the others, but these confessions cost them their lives. However, it is April 1st, and it could all be a macabre joke. Are they really dead? The waitress, Muffy, seems to be the only one aware of what's really going on ...","Classic 80s slasher, it soon went into oblivion. The ingredients are the usual: party between teenagers in an isolated place, a joke of cat taste, a trail of deaths and revenge. Nothing really original.",0,2,0,2,0
22245,40197,Dream Cruise,2006,Horror,57,United States,Norio Tsuruta,"Daniel Gillies, Yoshino Kimura, Miho Ninagawa, Ryo Ishibashi",4.7,5.33,4.0,14,"Jack, an American lawyer who lives and works in Tokyo, falls in love with the wife of Eiji, his richest client. Despite the phobia of the sea (which has haunted him since he witnessed his brother's drowning as a child), Jack agrees to go on a boat with the couple for a trip to the bay. However, the three hikers are unaware of what awaits them ...","From _Masters of Horror 2_, when _The Ring_ meets _Ore 10: flat calm_: a plot already seen, especially for those who are not fasting Japanese ""ghost"" horror. Despite some clever ideas and a couple of twists, it is the plot that flounders in the water and finally drowns before the credits.",0,2,0,2,0
22262,40222,12 Rounds,2009,Action,108,United States,Renny Harlin,"John Cena, Aidan Gillen, Ashley Scott, Steve Harris, Brian J. White, Gonzalo Menendez, Taylor Cole, Kyle Russell Clements, Peter Navy Tuiasosopo, Travis Davis",4.7,5.0,4.0,41,"While the madness of Mardi Gras goes wild in New Orleans, detective Danny Baxter is on the trail of the dangerous thug who has kidnapped his wife and is mysteriously linked to his past. Like the cat and the mouse, the criminal challenges the policeman to a competition played out over twelve deadly rounds of ""challenges"". Will he be able to win them all and hug his partner again?","Between derailing trams, exploding houses, burning banks, reckless fire engines, dangerous elevators, unsafe buses (yes, Harlin must be angry with public transport) little or nothing is saved. The rating is so high for the joke about the FBI and Hurricane Katrina.",1,2,0,1,0
22273,40239,The Hunted,1995,Action,106,United States,J.F. Lawton,"Christopher Lambert, John Lone, Joan Chen, Yoshio Harada, Yoko Shimada, Mari Natsuki, Tak Kubota, Masumi Okada, Tatsuya Irie, Michael Warren",3.5,3.5,4.0,4,"Paul Racine, an American businessman who has just arrived in Nagoya, goes on an adventure with the beautiful geisha Kirina. Back by chance in the woman's room, he witnesses her beheading by Kinjo, leader of a group of ninja, who notices her presence. From this moment a merciless relentless manhunt begins, in which Paul is constantly hunted by mysterious warriors: in the course of the hard battle, he will have to learn the art of sword fighting ...","Everything is merciless, convulsive and already seen. Lambert's acting is almost intangible, stifled by that of the martial arts master Harada (who is an idol in Japan).",0,2,0,1,0
22276,40242,Snakes on a Train,2006,Action,91,United States,Peter Mervis,"A.J. Castro, Julia Ruiz, Amelia Jackson-Gray, Shannon Gayle, Giovanni Bejarano, Isaac Wade, Stephen A.F. Day, Carolyn Meyer, Lola Forsberg, Madeleine Falkskog",2.4,2.0,3.0,5,"Victim of a terrible Mayan curse, the young Mexican Alma is condemned to die devoured by the snakes that are growing in her stomach. His only hope of salvation is a powerful shaman who lives on the Texas border. With a life span of just a few hours, the girl jumps on a train bound for Los Angeles, accompanied by her husband Brujo. In an attempt to resist, Alma regurgitates snakes that, from small and almost harmless, become bigger and more hungry over the minutes, scattering among the wagons. Soon the unsuspecting passengers of the convoy will realize that they are trapped, hunted by monstrous predators ...",,0,2,0,2,0
22288,40264,The Damned Thing,2006,Horror,55,United States,Tobe Hooper,"Sean Patrick Flanery, Georgia Craig, Ryan Drescher, Brent Stait",5.5,5.5,6.0,19,"A monstrous force roams a town in Texas, turning husbands against wives, brothers against sisters, parents against children. As the local population self-destructs, Sergeant Reddle, haunted by an uncomfortable past, begins a fight against the mysterious entity in an attempt to stop the wave of anger ...","Adapted from the short story _The cursed thing_ by Ambrose Bierce, this episode of _Masters of Horror 2_ has the mold of the director of _Do not open that door_: plays with primordial fears, leverages masterfully constructed twists, sketches three-dimensional characters. Excellent performance by Sean Patrick Flanery.",0,2,0,2,0
22298,40277,The Expendables,2010,Action,103,United States,Sylvester Stallone,"Sylvester Stallone, Mickey Rourke, Jason Statham, Jet Li, Dolph Lundgren, Eric Roberts, Bruce Willis, Arnold Schwarzenegger, Steve Austin, David Zayas, Randy Couture, Giselle Itié, Charisma Carpenter, Gary Daniels, Terry Crews",5.9,6.17,6.0,255,A group of mercenaries travel to South America on an extreme mission that aims to overthrow a dictatorship.,It is not just the jam session of a man who inaugurated his late autumn walking with his head held high on the long path of a twilight that shines like an aurora. The mercenaries is above all the proud and humble affirmation at the same time of a melancholy and self-deprecating poetic (the cameo of Schwarzy and Willis is a scream).,3,3,1,1,0
22308,40295,Bottom Feeder,2006,Horror,86,United States,Randy Daudlin,"Tom Sizemore, Wendy Anderson, Richard Fitzpatrick, Amber Cull, Martin Roach, James Binkley, Simon Northwood, Philip Akin, Tig Fong, Joe Dinicol",5.3,,5.0,3,"A group of maintainers are trapped in a labyrinth of tunnels where Dr. Leech has been imprisoned, who a miracle cure has turned into a monster.",,0,0,0,0,0
22324,40317,I Am Omega,2007,Action,90,United States,Griff Furst,"Mark Dacascos, Geoff Meed, Jennifer Lee Wiggins, Ryan Lloyd, Joshua Schlegel, Gregory Paul Smith, Matthew Bolton, Myles McLane, Frank Forbes, Afton Forbes",6.0,6.0,6.0,3,The last man on Earth finds himself fighting against the hordes of beings who have taken over the planet.,,0,0,0,0,0
22327,40320,Against the Dark,2009,Action,93,United States,Richard Crudo,"Steven Seagal, Tanoai Reed, Jenna Harrison, Linden Ashby, Emma Catherwood, Stephen Hagan, Daniel Percival, Skye Bennett, Tania Dobre, Mihaela Constantin",4.4,4.0,5.0,6,"Earth's population has been decimated by a bloodstream vampire bloodline. The only hope for the survivors laughed in Tao (Seagal) a katana master and in his pupils, a handful of ex-soldiers.",,0,0,0,0,0
22329,40322,Kill Switch,2008,Action,96,United States,Jeff King,"Steven Seagal, Holly Dignard, Chris Thomas King, Michael Filipowich, Isaac Hayes, Mark Collie, Karyn Michelle Baltzer, Philip Granger, Riley Jang, Connor Jang",4.1,,4.0,8,A policeman disturbed by his childhood traumas after which he has devoted his life and career to track down serial killers is sent to Memphis on a mission that will be true bread for his teeth.,,0,0,0,0,0
22330,40323,Pistol Whipped,2008,Action,96,United States,Roel Reiné,"Steven Seagal, Bernie McInerney, Ashley Greenfield, John P. Gulino, Antoni Corone, Matt Salinger, Paul Calderon, Lance Henriksen, Mark Elliot Wilson, Lydia Jordan",4.2,4.0,4.0,11,"Alcoholism, gambling, debt: ex-cop Matt's life has been falling apart since he was kicked out by the police. But a strange case presents him with the right opportunity to remedy and get back on track.","The filmmakers' and Seagal's (who didn't use stuntman) attempt to raise the bar fails under the weight of ridiculous, clumsy clichés.",0,2,0,1,0
22331,40324,Dolly Dearest,1992,Horror,93,United States,Maria Lease,"Denise Crosby, Sam Bottoms, Rip Torn, Chris Demetral, Candace Hutson, Lupe Ontiveros, Enrique Renaldo, Alma Martínez, Will Gotay, Rene Victor",5.7,,6.0,3,"An American family moves to Mexico to start a business: open a doll factory. Not far away, however, an archaeologist has just discovered the ancient tomb of an accidentally dead child that belonged to a people of worshipers of the forces of evil. The spirit of the child, awakened, will eventually incarnate in the dolls.",,0,0,0,0,0
22352,40360,Crash and Burn,2008,Action,100,United States,Russell Mulcahy,"Erik Palladino, Heather Marie Marsden, Mirelly Taylor, Josue Aguirre, Owen Beckman, Melissa Bickerton, Anthony John Denison, Steph Duvall, Erick Florez, Chet Grissom",4.5,4.0,5.0,3,"Kevin, a particularly skilled FBI agent, is tasked with undercover infiltrating an underground motorcycle and car racing organization. During his mission, he discovers that this illegal trafficking is linked to the activity of a powerful underworld boss and his gang of gangsters. In danger from two sides, Kevin acts cautiously, but an unexpected and brutal murder increases his fear of being discovered and killed ...","Draft copy of the various _Fast & Furious_. Russell Mulcahy, an Australian from the world of video clips, seems to have exhausted all his creative potential with _Highlander_.",0,2,0,1,0
22358,40384,Empire ,2002,Action,90,United States,Franc. Reyes,"John Leguizamo, Peter Sarsgaard, Denise Richards, Vincent Laresca, Isabella Rossellini, Sonia Braga, Delilah Cotto, Nestor Serrano, Anthony 'Treach' Criss, Rafael Báez",4.0,4.0,4.0,5,"Victor Rosa is a Latin American gangster with the ambitions of a young ""godfather"" and the violent ways of the man of the street. But his life of excesses comes to a halt when his girlfriend announces that she is pregnant: perhaps the time has come to settle down, but leaving the ""family"" is more difficult than expected. Vic believes he finds a way out when he meets Jack, an enterprising Wall Street broker who could help him quadruple the clan's profits in just six months ...","The plot is classic, but the characters are sketchy, the script is chaotic, and the film doesn't fly any higher than usual punches-and-guns.",0,2,0,1,0
22362,40391,Love's Long Journey ,2005,Western,88,United States,Michael Landon jr.,"Erin Cottrell, Logan Bartholomew, William Morgan Sheppard, James Tupper, Frank McRae, Johann Urb, John Savage, Jeff Kober, Richard Lee Jackson, Graham Phillips",4.5,4.0,5.0,3,"United States, late 1800s: Missie, a young teacher expecting a baby, follows her husband Willie's dream of building a ranch in the West. After a long journey, the two arrive at Tettsford Junction, take over a vacant lot and, with the help of new friends, get to work hard.",,0,1,0,1,0
22385,40425,Love's Abiding Joy ,2006,Western,87,United States,Michael Landon jr.,"Erin Cottrell, Dale Midkiff, Logan Bartholomew, Frank McRae, William Morgan Sheppard, Drew Tyler Bell, Brett Coker, Mae Whitman, John Laughlin, Kevin Gage",4.5,4.0,5.0,3,"United States, late 1800s. After years of hard work, Missie and Willie have made their dream come true by building a ranch in a western frontier village, which they can now call home. Helped by his two eldest sons, Jeff and Matthew, Willie takes care of the farm and looks after Kathy, the little one of the house, while Missie can devote herself to what has always been her profession: teaching. Life goes on peacefully and, with the arrival of the railway, Missie receives the happy visit of her father, Clark Davis. But the tragedy is just around the corner, because suddenly Kathy falls ill and dies, upsetting the quiet life of the family and triggering dormant conflicts ...",,0,2,1,0,0
22387,40430,Tin Man,2007,Adventure,178,United States,Nick Willing,"Zooey Deschanel, Alan Cumming, Neal McDonough, Kathleen Robertson",6.6,7.0,6.0,12,"Dorothy Gale, but everyone calls her DG, is a recently grown girl who lives in Kansas and supports herself at a part-time school as a waitress. During the day she lives a normal life, but every night she dreams of a mysterious place and a purple-eyed woman who warns her of an impending storm. And in fact one day Azkadellia the evil witch of the kingdom of O.Z. (Outer Zone) sends his shock troops, in full Kansas, against the unsuspecting girl. DG thus finds himself in a fantastic realm where he meets Glitch the brainless, Raw the cowardly and psychotic lion man and above all Wyatt Cain, a Central City policeman called Tin Man because of the material of his badge.",,1,2,0,1,0
22396,40440,Defiance ,1980,Action,103,United States,John Flynn,"Jan-Michael Vincent, Theresa Saldana, Danny Aiello, Rudy Ramos, Lenny Montana, Art Carney, Santos Morales, Frank Pesce, Don Blakely, James Victor",4.8,5.33,4.0,6,"Waiting to re-embark, the merchant worker Tommy moves to New York's East Side, a neighborhood devastated by the violent Souls gang. Despite trying to avoid involvement in every way, Tommy will end up fighting against the thugs, encouraging a reaction even from the previously frightened neighbors.","B-movie whose themes of metropolitan violence wink at _The Warriors of the night_. However, it lacks the strength of Walter Hill's masterpiece and is immersed in an atmosphere at times full of rhetoric. Deeply controversial film: for some a true cult, for others a failed attempt to imitate what has already been said. The second interpretation prevails.",0,2,0,1,0
22397,40441,The Spoilers,1942,Adventure,87,United States,Ray Enright,"Marlene Dietrich, Randolph Scott, John Wayne, Margaret Lindsay, Harry Carey",6.3,6.0,7.0,13,"In Nome, an Alaskan town, Roy Glennister works as a gold digger with fellow Dextry. The two are part of a team financed by the owner of a saloon, Cherry Malotte, but she is threatened by a scammer superintendent named Alexander McNamara, who wants to get his hands on the profits from the extraction. Roy and Dextry decide to wage a fight with the corrupt commissioner, unearthing hidden truths ...","Classic adventure film from the 1940s, with all the limits of staging and rhythm characteristic of the time. Seen today it seems almost grotesque, but the Wayne-Dietrich duo always deserves praise.",0,2,0,1,0
22422,40475,Sharpshooter ,2007,Action,89,United States,Armand Mastroianni,"James Remar, Mario Van Peebles, Catherine Mary Stewart, Bruce Boxleitner, Al Sapienza, Victoria De Mare, Jasmine Bejar, Jon Braver, Kaine Bennett Charleston, McKinley Freeman",5.9,6.0,6.0,5,"Dillon is a very skilled hitman who has worked for years on a special team of the CIA. Infallible killing machine, he has conducted many missions on behalf of the American government, until, returning from a difficult operation in the Middle East, he decides to retire forever from the activity and change his life. But his plans must be postponed because of his colleague and best friend, who entrusts him with a complicated new mission against a dangerous terrorist. Soon, Dillon will discover that he himself is the target of someone who wants him dead.","Adrenaline-fueled but conventional action TV movie with well-known genre stars such as James Remar, Mario Van Peebles and Bruce Boxleitner.",0,3,0,2,0
22452,40519,Precious Find ,1996,Fantasy,85,United States,Philippe Mora,"Rutger Hauer, Joan Chen, Harold Pruett, Brion James, Morgan Hunter, Don Stroud, Philippe Mora, Aleks Shaklin, Tim De Zarn, Anthony Guidera",5.3,,5.0,4,"Year 2049. Three adventurers leave the moon base where they live to go in search of gold. The three manage to find the precious metal, but from this moment their life becomes complicated. The meeting with the charming Camilla Jones does nothing but cause further trouble for the three adventure companions ...",,0,0,0,0,0
22456,40524,Galaxy of Terror ,1981,Action,81,United States,Bruce D. Clark,"Edward Albert, Erin Moran, Ray Walston, Bernard Behrens, Zalman King, Robert Englund, Taaffe O'Connell, Sid Haig, Grace Zabriskie, Jack Blessing",4.5,4.67,4.0,13,The crew members of a spaceship must contend with monsters generated by their own imaginations.,,0,0,0,0,0
22463,40542,S.Darko,2009,Horror,103,United States,Chris Fisher,"Daveigh Chase, Briana Evigan, James Lafferty, Ed Westwick, Walter Platz, John Hawkes, Bret Roberts, Jackson Rathbone, Elizabeth Berkley, Barbara Tarbuck",2.6,2.4,3.0,57,"Samantha Darko, Donnie's little sister, is now 18 and traveling to California with her friend Corey. The girls' car breaks down in a town in the middle of nowhere. Here, with the fall of a meteorite on a mill, a series of inexplicable events begins which Samantha tries to make sense of.","The S. Darko operation is inadmissible mainly due to a screenplay that mimics the more esoteric passages of the precursor, giving us an imaginary of sterile carryover and completely drained of the visionary force of Kelly's film.",0,1,1,1,1
22465,40545,Underwater!,1955,Adventure,99,United States,John Sturges,"Jane Russell, Gilbert Roland, Richard Egan, Lori Nelson, Robert Keith",3.9,4.0,4.0,9,The treasure of a submerged galleon in the Caribbean is contested by a group of daredevil adventurers.,"Total flop, despite the Technicolor and a special Cinemascope format. More like a celebration of Russell's beauty, in bikinis and swimwear (designed for her) for much of the film.",0,2,0,1,0
22473,40555,Supercroc ,2007,Action,85,United States,Scott Harper,"Kim Little, Cynthia Rose Hall, Matthew Blashaw, David Novak, Allen Duncan, Ernesto Galan, Marat Glazer, Garth R. Hassell, Kristen Quintrall, Shaley Scott",2.0,2.0,2.0,4,"A small squad of soldiers, joined by a zoologist, is sent to Northern Los Angeles to hunt down a dangerous giant crocodile, which infests the waters of a lake, terrorizing the population. Apparently the animal comes out of the water and kills people because it is looking for some eggs that have been taken away from it. The fight between man and beast will be ruthless ...","Beyond its remarkable pearls of improbability (how did a crocodile arrive in a Los Angeles pond? And where does it find the skills to attack a helicopter in flight?), This umpteenth movie about ""bad animals"" is silly, with terrible special effects and ridiculous dialogues. Pure Z series.",1,2,0,2,0
22491,40580,The Last Airbender ,2010,Fantasy,103,United States,M. Night Shyamalan,"Jackson Rathbone, Nicola Peltz, Cliff Curtis, Dev Patel, Noah Ringer, Jessica Andres, Seychelle Gabriel, Shaoun Toub, Aasif Mandvi, Keong Sim",4.5,4.25,5.0,140,"The story of Aang, a ten-year-old boy, heir to a lineage of avatars (incarnations of gods), who must put aside his childhood and take on his responsibilities to stop the deadly war that sees the opposing Fire nation to those of the Earth, Water and Air.","There is almost a challenge in the director in bringing perhaps a subjective shock that could coincide with the second Star Wars trilogy (especially the latest, essential Revenge of the Sith). His is certainly a cinema that thinks big but he also feels that he is afraid to do so. And The Last Airbender is currently his most alien film.",0,1,0,2,0
22499,40593,Monte Walsh,2003,Western,117,United States,Simon Wincer,"Tom Selleck, Isabella Rossellini, Keith Carradine, George Eads, Robert Carradine",4.8,,5.0,16,"Wyoming, 1892: Mount Walsh and his friend Chet Rollins spend a harsh winter looking after cattle. Back in town, they discover that the ranch they worked for, like many others in the area, has been sold to a group of landowners whose local interests are run by Cal Brennan, who hires the two cowboys. In the city, Monte and Chet pursue romantic interests, the first with the prostitute Martine and the second with a widow who owns a shop. But with the arrival of the railway, life on the border will never be the same ...","Remake, produced by Selleck, of _Monte Walsh, a die hard_ from 1970, directed by William A. Fraker with Lee Marvin, Jeanne Moreau and Jack Palance.",0,0,0,0,0
22501,40595,Mimic: Sentinel ,2003,Horror,77,United States,J.T. Petty,"Lance Henriksen, Karl Geary, Rebecca Mader, Alexis Dziena, Keith Robinson, Tudorel Filimon",3.6,4.0,3.0,10,"In the 1990s, the Judas project mistakenly created a breed of mutant cockroaches capable of mimicking the human appearance. Marvin (who then survived the disease spread by insects), observing the building in front of his, witnesses a murder whose perpetrator certainly does not seem to be a man ...",,0,2,0,2,0
22514,40615,Hard Ground ,2003,Western,120,United States,Frank Q. Dobbs,"Burt Reynolds, Bruce Dern, Martin Kove, Amy Jo Johnson, Seth Peterson, David Figlioli, Larry Hankin",5.7,6.0,5.0,6,"Billy Bucklin, a ruthless bandit, escapes on his way to Yuma. He has a plan in mind: to hire a handful of desperados to put the Mexican border on fire. To finance the project, he rob a stagecoach on which wages destined for the military are transported. He also kidnaps a young woman to sell her as a prostitute. Elder Sheriff Hutchinson persuades the governor to pardon another dangerous criminal, John ""Chill"" MacKay, whom Hutchinson himself arrested, having him sentenced to twenty years for murder. McKay is the sheriff's brother-in-law and is the only one believed to be able to help him hunt down criminals.",,0,2,0,2,0
22521,40622,Drag Me to Hell,2009,Horror,99,United States,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza, Chelcie Ross, Reggie Lee, Molly Cheek, Bojana Novakovic",7.1,7.03,7.0,319,"Christine works in a bank and is in charge of evaluating possible loans. After denying a mortgage on the house of an old gypsy, she becomes the victim of a curse that turns her life into real hell. The only hope for Christine is the help of a visionary, capable of saving her from the demon that has taken possession of her soul.","The filmmaker of _The House_ and _The Army of Darkness_ is back: irreverent, naughty, a little lousy and daring as in the 80s and its surroundings, the last great author, artist and craftsman of genre and degeneration. Laughter, screams, disgust and reflection. Few means, great cinema.",2,3,1,3,0
22522,40623,Halloween II ,2009,Horror,105,United States,Rob Zombie,"Tyler Mane, Malcolm McDowell, Brad Dourif, Scout Taylor-Compton, Sheri Moon Zombie, Danielle Harris, Brea Grant, Margot Kidder, Howard Hesseman, Angela Trimbur, Octavia Spencer, Mary Birdsong, Jeff Daniel Phillips, Nicky Whelan, Daniel Roebuck, Sylvia Jefferies, Caroline Williams",6.1,5.85,6.0,106,"Two years after the events described in the first film of the series, the murderous maniac Michael Myers is still around, free to carry out his violent atrocities. The monstrous psychopath, who grew up in the woods in complete isolation, is on the hunt for his sister, whom he himself estranged many years ago. To find the girl, the killer giant returns to the midst of civilization and sows panic.","Halloween II is not a masterpiece, neither was the previous chapter, but the dream sequences reaffirm the concept. We are facing a cinema that takes no prisoners, a sick aesthetic capable of combining death metal and white trash. Not everything goes smoothly but the mad hatter ensures disturbances if you pass his mirror.",0,3,0,3,0
22524,40625,Surrogates ,2009,Fantasy,88,United States,Jonathan Mostow,"Bruce Willis, Radha Mitchell, Rosamund Pike, Ving Rhames, Michael Cudlitz, Helena Mattsson, Boris Kodjoe, Jack Noseworthy, Valerie Azlynn, Devin Ratray",5.9,5.65,6.0,195,"In the near future, the world is inhabited by human beings who live in total digital isolation, a sort of cyberspace where you can interact with the outside world through surrogates, or through personal androids, real humanoid alter egos. A policeman, also thanks to his robotic clone, is on the trail of a tech terrorist who dreams of a world where men can live without surrogates.","This film may be small, but it has all the stigmata of the great and beloved disciple of Don Siegel's Invasion of the Body Snatchers: ideologies waned, communism destroyed, now we are our own enemies.",1,2,2,3,0
22526,40628,The Brothers Bloom,2008,Adventure,113,United States,Rian Johnson,"Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi, Robbie Coltrane, Maximilian Schell, Ricky Jay, Zachary Gordon, Max Records, Andy Nyman",6.1,6.0,6.0,9,"The Bloom brothers, two young men who make a living from small and big scams, meet a beautiful heiress who will change their lives forever. The young Penelope, chosen by the two as the next victim of their misdeeds, turns instead into an accomplice for a new, grandiose plan. The team play between the two brothers risks breaking up when one of them falls madly in love with Penelope.",,2,2,0,2,1
22557,40679,Unstoppable ,2004,Action,96,United States,David Carson,"Wesley Snipes, Jacqueline Obradors, Stuart Wilson, Kim Coates, Mark Sheppard, Adewale Akinnuoye-Agbaje, Vincent Riotta, David Schofield, Nicholas Aaron, Kim Thomson",4.2,5.0,3.0,11,"Dean Cage is a former military man who is going through a period of rehabilitation after the tragic death of his best friend in Bosnia. A CIA agent, Sullivan, involves him in a dark affair: mistakenly believing that he is responsible for some misdeeds against the Agency, he injects him with a powerful hallucinogen that prevents him from distinguishing reality. Since then, Cage has six hours to find the antidote.","Wesley Snipes, with a few exceptions, seems to specialize in lending his granite face to films all of tension and adrenaline. Here the banal spectacularity definitely prevails over the espionage intrigue, making the film an uninteresting and original product.",0,2,0,1,0
22559,40686,Monster Ark,2008,Fantasy,83,United States,Declan O'Brien,"Renée O'Connor, Tim DeKay, Tommy 'Tiny' Lister, Amanda Crew, Carlos Leon, Richard Gnolfo, Tommy Nohilly, Bill Parks, Velislav Pavlov, Bashar Rahal",3.1,3.0,3.0,7,"The archaeologist Nicholas finds some scrolls which turn out to be the original copy of Genesis. With the help of his ex-wife Ava, an expert translator, he discovers that Noah built a second Ark to enclose a terrible monster. Nicholas' team accidentally frees the creature, risking catastrophic consequences ...",,0,2,0,1,0
22591,40737,Final Approach,2007,Action,180,United States,Armand Mastroianni,"Dean Cain, Anthony Michael Hall, Ernie Hudson, Sunny Mabrey, Lea Thompson, William Forsythe, Barry Livingston, Tracey Gold, Scott Paulin, Christopher Cousins",5.5,4.0,7.0,5,"Jack Bender is an FBI agent specializing in extreme rescues who has been no longer on duty for several months due to a mission that went wrong. Ironically, he finds himself with his wife aboard a hijacked airliner by a terrorist, Greg Gilliad. He calls for the release of the leader of the extremist movement to which he belongs, Silas Jansen, an old enemy of Bender now in federal prison. If the request is not granted, Gilliad is willing to blow up the plane with a bomb. What only Jack knows is that the criminal is not just a terrorist, but also a visionary fanatic.",Panic at high altitudes with the direction of a veteran of television action movies.,0,2,0,1,0
22609,40762,The Book of Eli ,2010,Action,117,United States,"Albert Hughes, Allen Hughes","Denzel Washington, Gary Oldman, Mila Kunis, Michael Gambon, Jennifer Beals, Ray Stevenson, Tom Waits, Frances de la Tour, Lateef Crowder, Chris Browning",5.6,5.47,6.0,228,"In the not too distant future, the world has been engulfed in apocalyptic destruction. The only one who can save their fortunes is a lonely man named Eli (Denzel Washington). The survival of humanity can in fact spring only from knowledge and the key seems to be in the mysterious book that Eli carries with him and defends with all his strength, in the difficult journey through a desolate America.","Limits and rainy skies. However, if you are a little inclined towards this type of show, you will have a lot of fun.",1,3,2,3,0
22610,40763,The Box,2009,Fantasy,115,United States,Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella, Deborah Rush, Gillian Jacobs, Michael Zegen, James Rebhorn, Andrew Levitas, Holmes Osborne, Celia Weston",5.6,5.64,6.0,194,"Norma (Cameron Diaz) and Arthur Lewis (James Marsden), a young couple with a young son, receive a mysterious box as a gift. A man reveals to them that, by pressing the button on it, they will get a million dollars. But in return someone else, somewhere in the world, will be killed. After a long discussion, torn between greed and moral scruple, it is Norma who decides to press the button. And after doing so, he will go in search of the killer.","Inspired by a short story by Richard Matheson (Button Button), written for the second series of At the Edge of Reality, The Box is the first beautiful, full, round title by Richard Kelly, director of Donnie Darko and the terrifying Southland Tales . Apart from demonstrating how the brilliant ideas of Matheson are timeless, the film brings the theme of free will back to a context that is anything but metaphysical, despite the spatial references, but rather everyday.",0,2,2,3,0
