,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
37226,192723,Hard Kill,2020,Action,98,United States,Matt Eskandari,"Bruce Willis, Jesse Metcalfe, Sergio Rizzuto, Natalie Eva Marie, Tyler Jon Olson, Texas Battle, Jacquie Nguyen, Swen Temmel, Lea Hutton Beasmore, Leslee Emmett",2.9,,3.0,15,"The work of Donovan Chalmers, the millionaire CEO of the tech sector, is so valuable that he is forced to hire mercenaries to protect it. However, he will soon have to deal with the kidnapping of his daughter by a terrorist group willing to get their hands on the fruit of his work.",,0,0,0,0,0
26987,53320,Arctic Predator,2010,Action,88,United States,Víctor García,"Erbi Ago, Velizar Binev, Lucy Brown, Dean Cain, Louisa Clein, Laia Gonzàlez, Mike Johnson, Iliana Lazarova, Mike Straub, Steven Waddington",2.6,2.0,3.0,24,"A group of explorers are looking for a ship that sank in the 19th century off the Antarctic coast. During the research, they will have the misfortune of awakening an alien creature buried for centuries in the middle of the ice with devastating and dangerous consequences.",,0,1,0,1,0
27532,55983,Tape 407,2012,Horror,90,United States,"Dale Fabrigar, Everette Wallin","Abigail Schrader, Samantha Lester, James Lyons, Melanie Lyons, Brendan Patrick Connor, Ken Garcia, Samantha Sloyan, Everette Wallin, Jude Gerard Prest, Savannah Ward",3.7,4.0,3.0,27,"On board a plane on New Year's Eve, two teenage sisters playfully start filming videos that quickly turn into testimonies of the horror they are about to experience. An accident leads the plane to crash into a restricted area of ??the government and the few survivors find themselves persecuted by a group of predators, the result of a secret experiment.",,1,2,1,2,1
11909,18999,Scar City,1998,Action,89,United States,Ken Sanzel,"Stephen Baldwin, Chazz Palminteri, Tia Carrere, Michael Rispoli",4.7,4.0,5.0,6,"John Track is a young and enterprising policeman, who is transferred to a special corps. The agent soon realizes that his new unit is made up of unscrupulous policemen. During a raid on a gangster's home, John's team kills everyone in the house. John finds Candy, one of the callers, and runs away with her. Pulled off and very predictable action movie.",,0,2,0,1,0
4211,6462,Shakma,1990,Horror,101,United States,"Hugh Parks, Tom Logan","Christopher Atkins, Amanda Wyss, Roddy McDowall",5.5,6.0,5.0,5,"Professor Sorensen has a research center and a dangerous passion for games. One evening he locks up his young researchers in the institute together with the baboon Shakma. It is a simulation game in which the boys, with Sorensen guiding them with a walkie talkie, will have to save the ""princess"" Kim. But it doesn't take long to realize that it's not just a game and that Shakma is serious about it.Built on a miserable budget, the Hugh Parks and Tom Logan film is a pretty amazing horror, full of action and also nastiness. The actors are all respectable, including Baboon Typhoon, in the lead role.",,1,2,0,2,0
27320,54933,Edge of Tomorrow,2014,Fantasy,113,United States,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson, Jonas Armstrong, Tony Way, Kick Gurry, Franz Drameh, Dragomir Mrsic, Charlotte Riley, Noah Taylor",6.8,6.75,7.0,322,"In the near future, the Mimic, an alien super race, attacked Earth, destroying cities and leaving a trail of millions of human victims. Ferocious, brutal, armed and endowed with extraordinary telepathic abilities, they have met no one capable of stopping them until the day when armies around the world decide to join forces for a last desperate attempt at resistance. Among the commanders chosen is also Bill Cage (Tom Cruise) who, untrained in combat, is killed in a few minutes along with an alien. Inexplicably Cage awakens from the dead but is doomed to repeat the same day and fight over and over. Refining techniques and skills in battle after battle, Cage joins forces with Rita Vrataski (Emily Blunt), a special warrior who has killed more Mimic than anyone else.","Reinventing the Normandy landings, paying homage to Yoshiyuki Tomino's exoskeletons that make the soldiers of Daitarn 3 look and in fact rewriting the plot of ""Source Code"", Liman unrolls and wraps reality as if it were a Moebius strip. The aliens, the Mimics, a tribute to Del Toro's film of the same name, look like crystallized lichens, while Christopher McQuarrie keeps the suspense bolts tight. Emily Blunt bending over while doing pushups is spectacular and Tom Cruise, increasingly mysterious in his glamorous appearance, is flawless.",1,4,2,3,0
26865,52937,Backmask,2015,Horror,88,United States,Marcus Nispel,"Gage Golightly, Kelly Blatz, Brittany Curran, Brett Dier, Nick Nicotera, Michael Ormsby, Nick Nordella, Kevin Chapman, Meredith Prunty, Aaron Dorsey",2.3,,2.0,8,"During a party of sex, drugs and rock, six teenagers from a small town find an old vinyl record and decide to play it backwards, looking for any hidden satanic messages. After listening, a seemingly evil spirit quickly infiltrates the group, moving from one body to another and wreaking havoc. The spirit, however, is only trying to convey a message to them to warn them that the greatest danger is not something paranormal but rather something or someone closest to them.",,0,0,0,0,0
4886,7497,The Howling,1981,Horror,91,United States,Joe Dante,"Patrick Macnee, Dee Wallace, Belinda Balaski, John Carradine",7.3,7.47,7.0,95,"Karen is a reporter on a television network. A bad day is traumatized by a frightening vision that causes her to lose her memory and mental balance. Her husband has her hospitalized in a specialized clinic, but here things are even worse because outside, in the night, mournful howls echo and inside the walls of the hospital mysterious things happen: here and there the corpses of people horribly tortured by monstrous are found. wolfweres that proliferate exponentially and threaten the whole of humanity. Series A horror created by the specialist Joe Dante, who, while operating within a strongly codified cinema and giving the right space to tricks, introduces non-trivial elements of reflection into its history. Between the lines we can read the critique of the power and fascination of the mass media, of the mania of mysticism; without ever too much rhetoric.",,1,3,1,3,1
10337,16276,Anaconda,1997,Adventure,90,United States,Luis Llosa,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Jonathan Hyde",4.2,4.0,4.0,100,"A film crew, armed with cameras and recorders, penetrates the Amazon rainforest to make a documentary on the Shirishama Indians. Along the way, they come across Paul Sarone (Jon Voight), who is stuck aboard an unmanned boat. A solitary man, but full of charisma and completely at ease in the forest, Paul wins their friendship and does everything to persuade them to go down the river. The adventurer is engaged in his own personal and dark mission: to hunt down a fearsome twelve-meter long anaconda.","It's embarrassing to see what cinema can be capable of at its worst and ""Anaconda"" is one of them. Conceived as a herpetological version of Spielberg's shark, ""Anaconda"" soon moves away from it, increasingly resembling the false documentary film of ""Cannibal Holocaust"" by Ruggero Deodato. The film therefore fluctuates between ridicule and boredom and it is useless to try to ennoble it with the citation of Herzog's ""Fitzcarraldo"", with the expedition boat accompanied on its journey on the river of the notes of Verdi's ""Don Carlos"".",0,3,1,2,0
14810,24002,The Hidden 2,1994,Fantasy,106,United States,Seth Pinsker,"Raphael Sbarge, Michael Welden, Kate Hodge",4.0,4.0,4.0,3,"An alien disguised as a government agent lands on earth to investigate a companion who had previously arrived on planet Earth and mysteriously disappeared. He will discover that an ancient alien civilization, hibernating for millennia, is finally awakening and threatening to destroy the cosmos.",Z series science fiction.,0,2,0,2,0
15577,25270,Armstrong,1998,Action,99,United States,Menahem Golan,"Frank Zagarino, Kimberley Kates, Charles Napier, Joe Lara, Justin Carroll",5.5,6.0,5.0,5,"On vacation in Moscow with his friend Bob and his wife Susan, the former ""Navy Seal"" Rod Armstrong discovers that the two work for the American secret services and that they are in the Russian capital to clear up a trafficking in stolen atomic weapons , intended for terrorist groups. And when Bob is killed ...",Any comment would be superfluous.,0,2,0,1,1
29405,67133,Starry Eyes,2014,Horror,98,United States,"Kevin Kölsch, Dennis Widmyer","Alex Essoe, Amanda Fuller, Noah Segan, Fabianne Therese, Shane Coffey, Natalie Castillo, Pat Healy, Nick Simmons, Maria Olsen, Marc Senter",6.3,6.0,7.0,38,"Determined to become a Hollywood actress, Sarah Walker spends her days working, hanging out with friends and showing up to numerous castings. After a series of strange auditions, Sarah is cast as the star of a new film produced by a mysterious production company. The opportunity will soon have bizarre consequences that will transform it both mentally and physically into something beautiful and terrifying at the same time.",,0,0,0,1,0
12346,19697,Love and a .45,1994,Action,98,United States,C.M. Talkington,"Renée Zellweger, Gil Bellows, Rory Cochrane, Peter Fonda",5.8,6.0,6.0,3,"Watty and Starlene are two in love with the hobby of robbery. Everything goes smoothly until they are forced to use weapons: two corpses are enough to put the police and the underworld on their trail. As if that weren't enough, the media exploit their fame by turning them into two heroes ...","Have you heard this story before? Is it identical to that of ""Natural Born Killers""? You're not completely wrong, but if you are a pulp lover, wait until you change the channel. Rhythm and tension are right, Renée Zellweger deserves a peek and a delirious Peter Fonda camero as a doting hippie will leave you speechless.",1,3,0,2,1
4068,6226,Deadly Bet,1990,Action,91,United States,Richard W. Munchkin,"Jeff Wincott, Stephen Vincent Leigh, Charlene Tilton",8.0,6.0,10.0,4,"Angelo does the nonsense of loving kickboxing and betting on matches. As if that weren't enough, once his fiancée Isabella bets with Rico and inevitably loses. For the rest of the film we witness the repentance of Angelo who stops drinking, stops gambling and eventually gets the girl back. As for his love ... Angelo has to sweat another seven shirts to get him back. The plot is the same as I play his wife ... in Las Vegas, but at least there were James Caan and Nicholas Cage. Instead here we are grappling with Jeff Wincott and Stephen Vincent Leigh. In a minor role is former boxing champion Ray ""Boom Boom"" Mancini.",,0,1,0,1,0
3584,5476,Garden of Evil,1954,Western,100,United States,Henry Hathaway,"Gary Cooper, Richard Widmark, Susan Hayward, Cameron Mitchell",7.4,7.45,7.0,43,"Fuller gets stuck at the bottom of a mine: the vault collapsed on him as he searched for gold. The wife goes to town to find help. He comes back with four animated adventurers of the most diverse purposes, but the woman uses her charm to keep the tension between them high so that no one prevails.","A surprising western, directed by an ""underground"" master of American cinema. In this ballet of different male personalities, the one that stands out most is the woman, Susan Hayward, perhaps the only one able to counteract the wild destiny. A few hints of mèlo do not upset the dryness of the whole. Excellent protagonists Widmark and Cooper. But beware of Victor Emanuel Mendoza, who when he dies screaming his anger at the sky writes a great acting page in the cinema.",0,2,0,3,0
28119,59360,Ink,2009,Action,107,United States,Jamin Winans,"Christopher Soren Kelly, Quinn Hunchar, Jessica Duffy, Jennifer Batter, Jeremy Make, Eme Ikwuakor, Shelby Malone, Shannan Steele, Steve Sealy, Steven Brown",6.4,7.0,6.0,8,"A dream wanderer named Ink steals the soul of a little girl in order to be admitted to the evil entities responsible for nightmares, the Incubus. But the Storytellers, their good counterpart, instead work to save her and, to do this, they go in search of her father, a businessman one step away from professional fulfillment.",,0,0,0,0,0
3562,5447,Abilene Town,1946,Western,89,United States,Edwin L. Marin,"Randolph Scott, Ann Dvorak, Edgar Buchanan, Rhonda Fleming",6.0,6.0,6.0,5,New settlers against old cowboys during the Civil War. Western series for Scott in his period of maximum fortune.,,0,0,0,0,0
6040,9389,The Assassin,1993,Action,109,United States,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Anne Bancroft, Harvey Keitel",5.4,3.5,7.0,44,"Maggie (Fonda) is a misfit, sentenced to death. Secret agent Bob offers her safety: in exchange she must become a killer for the dirtiest operations of counterintelligence. After months of hard training and some missions, falling in love with a photographer, Maggie asks to break away from the organization but receives a new assignment that seems to go wrong.","This ""Nikita"" remake doesn't have the odd charm of Luc Besson's work, but it's still enjoyable. In the cast, Keitel is already a great ""liquidator"", one year before ""Pulp Fiction"".",1,3,0,2,1
29113,65405,Selfless,2015,Fantasy,117,United States,Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Victor Garber, Derek Luke, Michelle Dockery, Ben Kingsley, Jaynee-Lynne Kinchen, Sandra Ellis Lafferty, Teri Wyble, Mariana Paola Vicente, John L. Armijo",5.4,5.38,5.0,106,"A very rich old man, destined to die of cancer, undergoes an experimental and innovative medical procedure that transfers his mind and consciousness into the body of a healthy young man. However, not everything goes as smoothly as it should and the man begins to unravel the mystery linked to the origin of his body and the secret organization ready to kill to protect his intentions.","Tarsem Singh abandons his pompous kitsch aesthetic in the golden house of the protagonist, and seeks the Spartan effectiveness of cinema B: the result is a sloppy entertainment that staggers badly on the road of twists, but which remains poignant in proposing to the society of the easy oblivion the need (literal and radical) to take charge of the dead, their stories, making a pop and trivial spectacle of the moral worry of so much high literature, from José Saramago to Winfried Sebald, up to Javier Marías.",1,3,2,3,0
8698,13503,Hackers,1995,Action,102,United States,Iain Softley,"Jonny Lee Miller, Lorraine Bracco, Angelina Jolie, Matthew Lillard",5.5,5.33,6.0,24,"Zero Cool - real name Dade Murphy - is a legend among her peers. In 1988, he alone blew 1507 computers on Wall Street, creating global financial chaos. Eleven-year-old Dade Murphy has been banned from using any keyboard by the FBI. Even that of the telephone. It's been seven long years now ... Kate Libby - aka Acid Burn - owns a ""rigged"" laptop. When Zero Cool collides with Acid Burn, the war of the sexes moves to the hard drive. But the situation changes completely when the two combine their resources to fight ""The Plague"", a master of cyber sabotage hired by a giant company that uses its extraordinary genius to crush the competition.","Almost a western set in the virtual world. Anonymous actors except Lorraine Bracco (and of course Angelina Jolie, but at the time very young and still almost unknown). The director had made a name for himself in Great Britain with ""Backbeat"", a film about the beginnings of the Beatles.",0,2,1,2,0
24673,44779,Glass Trap,2005,Action,90,United States,Fred Olen Ray,"C. Thomas Howell, Stella Stevens, Siri Baruc, Brent Huff, Chick Vennera, Andrew Prine, Peter Spellos, Martin Kove, Tracy Brooks Swope, Whitney Sloan",2.5,2.0,3.0,3,"An army of giant ants, emerging from some exotic plants contaminated by radiation, invade a luxurious palace, sowing panic. Curtis, a newly hired cleaning guy, and a group of tenants will try to eradicate the monstrous creatures to ensure their survival.",,0,2,0,1,0
9325,14595,Lassie,1994,Adventure,92,United States,Daniel Petrie,"Thomas Guiry, Helen Slater, Jon Tenney, Brittany Boyd, Frederic Forrest",6.1,6.0,6.0,7,"When Steve Turner informs his family that he needs to move from Baltimore to his latest wife's farm in the countryside, his little daughter Laura is thrilled. Not so, however, the adolescent and rebellious son Matthew. On the road that leads them to the new house, however, they will meet the dog Lassie. Thanks largely to the company of the very intelligent animal, the family will adapt quickly to change.","It is one of the most recent transpositions on the big screen in which the legendary collie is the protagonist. The result is discreet, and the director offers a fairly convincing description of a family's daily problems.",1,2,0,0,0
16848,27497,The Black Swan,1942,Adventure,85,United States,Henry King,"Tyrone Power, Maureen O'Hara, Laird Cregar, Thomas Mitchell",6.0,5.25,7.0,28,"Appointed governor of Jamaica, the infamous pirate Henry Morgan entrusts the young Jamie Waring with the task of defeating a frond of former rebel colleagues into whose hands Lady Margaret, the daughter of his predecessor, has fallen ...","Power is expressionless as usual, but there is no shortage of fun. Oscar for photography by Leon Shamroy.",0,2,0,2,0
23789,43084,The Lost World,1925,Adventure,64,United States,Harry O. Hoyt,"Wallace Beery, Bessie Love, Lewis Stone, Lloyd Hughes, Alma Bennett, Arthur Hoyt, Margaret McWade, Bull Montana, Frank Finch Smiles, Jules Cowles",7.0,6.0,8.0,7,"In a plateau in Venezuela, the travel diary of the explorer Maple White is found, depicting some sketches of prehistoric animals, which would prove, according to the eccentric Professor Challenger, how dinosaurs still exist on Earth. The reporter Edward Malone, together with the famous hunter John Roxton and a group of adventurers, organize a mission to Latin America with the intent of uncovering the existence of the ancient creatures.","First film adaptation of Sir Arthur Conan Doyle's classic, especially for the quality of the special effects - to recreate the movements of dinosaurs the stop motion technique was used - really surprising for the time.",1,2,0,0,0
32210,86134,The Night Crew,2015,Action,89,United States,Christian Sesma,"Luke Goss, Danny Trejo, Bokeem Woodbine, Chasty Ballesteros, Paul Sloan, Luciana Faulhaber, Kaleti Williams, Jason Mewes, Don Swayze, Dan Gruenberg",2.7,,3.0,3,"A group of bounty hunters must save their lives overnight in a motel besieged by drug cartel killers. Furthermore, the Chinese fugitive who is with them will turn out to be more mysterious than expected.",,0,0,0,0,0
9919,15537,Sworn to Justice,1996,Action,93,United States,Paul Maslak,"Cynthia Rothrock, Tony Lo Bianco, Kurt McKinney, Brad Dourif",6.0,4.0,8.0,3,"A wave of violence hit an American metropolis, the work of a gang of thugs. Among the victims of the outlaws a young woman, Janna's sister, an expert in martial arts and endowed with extrasensory faculties. Thanks to these two particular abilities Janna sets out on the trail of criminals and, with karate shots, begins the work of ""cleaning"". To win, however, it is necessary to find the leader of the gang who is naturally hidden in an unsuspected identity. Between one fight and another, love also makes its way.","When you say ""a name, a guarantee"", you say it all and Cynthia Rothrock, the Van Damme in a skirt, never betrays expectations: steel muscles under a velvet skin. The only unknown: how will she have styled the blonde hair this time? Bob or curls?",0,1,0,2,0
19985,36196,"Count Yorga, Vampire",1970,Horror,90,United States,Bob Kelljan,"Robert Quarry, Roger Perry, Michael Murphy, Michael Macready",5.8,,6.0,4,,,0,0,0,0,0
19539,34496,Fighting Back,1982,Action,95,United States,Lewis Teague,"Tom Skerritt, Michael Sarrazin, Yaphet Kotto, Patti Lupone",4.3,4.0,5.0,9,"John D'Angelo has a shop in a bad neighborhood in Philadelphia. When his pregnant wife is the victim of an accident that causes her to lose her child, he decides to form a fierce group of vigilantes who do not look at anyone: politicians, policemen and criminals. Black leader Ivanhoe Washington fears the racial backlash of John's project, however. Between the two, the policeman Vince Morelli tries to bring back the reason.","The effort to offer a plurality of points of view is soon defused by the Manichean portrait of those who live on the streets. The result is yet another clone of the ""Executioner of the night"".",0,2,0,2,0
8385,13063,Final Round,1993,Action,90,United States,George Erschbamer,"Anthony DeLongis, Lorenzo Lamas, Kathleen Kinmont",7.5,5.0,10.0,3,"Tyler Verdiccio is a tough guy and can't go unnoticed. Someone notices it during a fight in a bar, but the admiration is not disinterested and the consequences are unpleasant. Tyler is in fact kidnapped together with his girlfriend and taken to a former industrial complex transformed into an arena. Here he will have to fight in televised challenges for a multi-million dollar betting circuit. Lorenzo Lamas has earned a prominent place in the hypermuscular category, but the film is soporific.",,0,3,0,1,0
18857,32586,Five Guns West,1955,Western,74,United States,Roger Corman,"John Lund, Dorothy Malone, Mike Connors, R. Wright Campbell",5.5,5.33,6.0,11,Plot in preparation,,0,1,0,1,0
31127,79118,Autopsy of Jane Doe,2016,Horror,99,United States,André Øvredal,"Emile Hirsch, Brian Cox, Olwen Kelly, Michael McElhatton, Ophelia Lovibond",6.2,5.85,6.0,116,"When the brutalized body of an unknown woman is discovered in a small town in Virginia, terrible and inexplicable events begin to haunt the owners of the morgue commissioned to perform the autopsy. Pathologist Tommy Tilden and son Austin soon discover evidence of torture techniques from the days of the witch hunt on the body. Trapped by a strange storm, father and son will be forced to fight against the horrors that are transmitted to them from the victim's body.",,0,2,1,3,1
5143,7901,Losin' It,1983,Adventure,90,United States,Curtis Hanson,"Tom Cruise, Jackie Earle Haley, John Stockwell, Shelley Long, John P. Navin jr., Henry Darrow",5.1,4.67,6.0,9,"Aboard a flamboyant Chevy convertible, Dave, Wendell, Woody, Spider and Perlman leave for Tijuana. On the way they pick up Kathy, who goes to Mexico to get a quick divorce. At their destination, the group looks for easy emotions and finds serious trouble. To cross the border safely again, the six will need a lot of skill and luck.","Yet another initiatory and ""passing"" American fable, where the teenage protagonists lose their virginity and at the same time discover the banality of reality behind the mythical Mexican cross-border. Not original idea and characters, Tom Cruise repeats the character of ""Risky Business"" for the worse.",1,3,1,2,2
29669,69021,It Follows,2014,Horror,97,United States,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Jake Weary, Daniel Zovatto, Olivia Luccardi, Lili Sepe, Linda Boston, Heather Fairbanks, Ruby Harris, Bailey Spry",6.5,6.26,7.0,249,"For 19-year-old Jay, fall should be just school, kids, and weekends at the lake. However, after a seemingly innocent sexual encounter, Jay finds herself plagued by strange visions and the inevitable feeling that someone or something is following her. Faced with this reality, Jay and her teenage friends must find a way to escape the horrors that seem to lie within walking distance of them.",,0,2,1,2,1
16967,27744,Day of the Dead,1985,Horror,102,United States,George A. Romero,"Lori Cardillo, Terry Alexander, Joseph Pilato, Jarlath Conroy",7.8,7.62,8.0,161,,,1,3,2,3,1
9635,15043,The Glimmer Man,1996,Action,105,United States,John Gray,"Steven Seagal, Bob Gunton, Keenan Ivory Wayans, Brian Cox, John M. Jackson, Michelle Johnson, Stephen Tobolowsky, Peter Jason",5.8,6.0,6.0,36,"An FBI agent is sent from New York to Los Angeles to investigate a maniac who kills people with the crucifixion ritual. Flanked by a local agent, the FBI man suspects that some of these crimes are not the work of the maniac, but have another matrix. The mission will unveil an international conspiracy. Steven Seagal moves less than the previous films and shows off his martial arts skills only on a couple of occasions, which also coincide with the film's most successful moments. For the rest, the plot (confused and cumbersome enough) is only an explicit cast of the leading themes of ""Seven"", enriched by a little surprising political fictional background.",,0,2,0,1,0
3237,4941,Lost Horizon,1937,Adventure,118,United States,Frank Capra,"Ronald Colman, Jane Wyatt, Edward Everett Horton, Thomas Mitchell",8.3,8.07,9.0,89,"The English consul in China tries to escape together with some compatriots, including his brother, to avoid the conflict between China and Japan. Their plane is hijacked and crashes into the mountains of Tibet: there the group accidentally discovers the mythical city of Shangri La, where people live happily. The old Lama who governs the city is dying and would like to entrust the command to the consul: but the man, pushed by his companions, tries to escape. In the end, only he survives and decides to go back. A goat's tale that is a kind of escape from history, a search for happiness and peace outside of everyday life. Based on a James Hillton novel, the film won Academy Awards for Production Design and Editing. A bad musical remake was made in 1972.",,1,2,1,2,0
9708,15151,The Lion,1962,Adventure,96,United States,Jack Cardiff,"William Holden, Trevor Howard, Capucine, Pamela Franklin",5.0,4.0,6.0,3,"An American girl, Tina, lives on a game reserve in Kenya, along with her stepfather John (Holden) and her mother (Capucine), who has long since divorced Robert (Howard). The girl, living in contact with nature, slowly takes on the characteristics typical of the natives. The worried mother calls her ex-husband to beg him to take Tina to the United States. Robert, who, in the meantime, has arrived in Africa manages to convince Bullit to let the child go. A very obvious melodrama, which is raised only in some description of the environment.",,1,2,0,2,0
1527,2333,Bend of the River,1952,Western,91,United States,Anthony Mann,"James Stewart, Arthur Kennedy, Julie Adams, Rock Hudson, Jay C. Flippen, Lori Nelson, Chubby Johnson, Stepin Fetchit, Harry Morgan, Howard Petrie",7.5,7.85,7.0,80,"Glyn is a former adventurer who after rescuing Cole, a horse thief from the halter, joins a pioneer caravan from which he is hired as a guide. The journey is far from smooth and becomes even more complicated when the provisions (already paid for) for the winter are slow to arrive from Portland. Furthermore, Cole decides to betray Glynn and to put himself at the service of the gold miners, to the detriment of the pioneers. But Glyn's revenge is relentless.","A nice western by Mann, written as usual by Borden Chase and interpreted with great intensity by James Stewart. From the anthology the whole sequence of the chase and the final showdown.",1,3,1,3,0
32289,86786,Kong: Skull Island,2017,Action,118,United States,Jordan Vogt-Roberts,"Tom Hiddleston, Brie Larson, Samuel L. Jackson, John Goodman, Corey Hawkins, Toby Kebbell, Thomas Mann, John C. Reilly, Jason Mitchell, Shea Whigham",6.3,6.42,6.0,155,"A diverse group of explorers venture together into the depths of a remote Pacific island, as beautiful as it is dangerous. However, none of them are aware that they are about to cross the kingdom of the mythical gorilla Kong.",,0,0,0,0,0
22027,39874,Bride of the Monster,1955,Horror,68,United States,Edward D. Wood Jr.,"Bela Lugosi, Tor Johnson, Tony McCoy, Loretta King, Harvey B. Dunn, George Becwar, Paul Marco, Don Nagel, Bud Osborne, John Warren",5.7,6.0,5.0,12,"Doctor Eric Vornoff (Bela Lugosi) is experimenting with nuclear energy, secretly from everyone, in order to create a small army of mutant monsters under his orders. Journalist Janet Lawton begins investigating the character and his research, as does the police. Meanwhile, a kind of professional monster hunter, Professor Strowski (Becwar), works to persuade Vornoff to cease his experiments and return to his homeland.",,0,0,0,0,0
6557,10210,The Swarm,1978,Action,116,United States,Irwin Allen,"Michael Caine, Katharine Ross, Richard Widmark, Richard Chamberlain",4.8,5.0,5.0,25,"After attacking and exterminating a military garrison in Texas, a swarm of killer bees from Brazil sets out on a devastating raid into the heart of the United States. The White House entrusts the task of neutralizing it to entomologist Brad Crane, who calls on the scientist Walter Krim for help. But the solution is late in coming, the bees are rampant, and the military impose remedies worse than the disease.","With a cast of great appeal a plot already exploited both in the cinema and in various TV productions is ""pumped"" without imagination. The rudimentary dialogues and the ineffective special effects ended up determining a sensational, deserved flop at the box office.",1,4,2,3,0
31041,78548,Absolution,2015,Action,91,United States,Keoni Waxman,"Steven Seagal, Byron Mann, Josh Barnett, Adina Stetcu, Massimo Dobrovic, Vinnie Jones, Maria Bata, Sabina Branduse, Lauro Chartrand, Dominte Cosmin",2.9,,3.0,7,"When he meets a young girl on the run from a mafia boss with strong political connections, John Alexander (Steven Seagal) is torn between defending the girl and staying loyal to the government agency that hired him for a delicate mission.",,0,2,0,2,0
31079,78844,Suicide Squad,2016,Action,137,United States,David Ayer,"Will Smith, Margot Robbie, Jay Hernandez, Jai Courtney, Adam Beach, Jared Leto, Viola Davis, Cara Delevingne, Joel Kinnaman, Adewale Akinnuoye-Agbaje, Karen Fukuhara",4.5,4.47,5.0,199,"A secret government agency, run by Amanda Waller and called Argus, creates a task force made up of super villains. They are assigned dangerous tasks to complete in exchange for leniency for their prison sentences. However, not everything is as simple as it appears to be and the squadron will soon have to deal with an unexpected situation.",,1,1,1,1,0
3044,4606,Return to Oz,1985,Fantasy,110,United States,Walter Murch,"Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie",7.4,7.5,7.0,46,"Dorothy Gale has returned home from the fantastic world of Oz and has not yet recovered. The worried parents take her to Dr. Worley who gives her an electric shock. As a result, the clinic is on fire and Dorothy finds herself back in the world of Oz, but this time everything has changed. It's not exactly a children's movie or if it is, it's pretty scary. Without the musical numbers it doesn't even seem a distant relative of Victor Fleming's old film of 1939. Here the best things, in fact, are the bad guys.",,2,3,2,2,0
4410,6771,Jaws 3,1983,Adventure,94,United States,Joe Alves,"Dennis Quaid, Bess Armstrong, Louis Gossett jr., Simon MacCorkindale",4.1,2.88,5.0,97,"The ""Undersea Kingdom"" is an underwater park. Visitors walk through transparent tunnels below sea level, in an enclosed space called the lagoon, to be in contact with marine flora and fauna as much as possible. On the day of the inauguration, however, a large female shark, whose cub had been captured, penetrates the aquarium, sowing destruction and panic (as if the fish were taking care of their offspring!).","Third episode of the death-bearing shark that seems to be reborn every time from its ashes. Flat, yet another repeat of Spielberg's film. And the 3-D effect is also lost on television.",1,3,1,2,0
32462,120658,Traded,2016,Western,98,United States,Timothy Woodward Jr.,"Kris Kristofferson, Trace Adkins, Michael Paré, Tom Sizemore, Martin Kove, Brittany Elizabeth Williams, Constance Brenneman, Quinton Aaron, Natalia Cigliuti, Joshua LeBar",5.3,,5.0,3,"In 1880, in Kansas, Clay Travis, a sharpshooter turned breeder and happily married father, is forced by circumstances to search for his 17-year-old daughter Lily, who has disappeared from home. Determined to bring her back to his family, Clay leaves his quiet ranch and with Billy's unlikely company heads to Wichita. Here he will confront the ruthless Ty Stover, the one who introduced Lily to the underground sex market.",,0,0,0,0,0
21960,39762,Friday the 13th,2009,Horror,99,United States,Marcus Nispel,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Derek Mears, Aaron Yoo, Arlen Escarpeta, Julianna Guill, Willa Ford, Ryan Hansen",3.9,3.82,4.0,102,"Whitney, Clay, Mike, Jenna and Trent, along with other young friends go to explore a famous place: Camp Crystal Lake, the place made famous by the original film in the series on Friday the 13th. predictably turns into a nightmare: because Jason, in his hockey mask, is really close ...","Since the original was not enough, it could only be improved. But no. The patina of torpor typical of the seventies slasher that slipped between a tit and a slaughtering becomes boredom and that's it. Then very little blood flows.",1,2,1,2,1
35904,168369,Rabbits,2002,Fantasy,43,United States,David Lynch,"Scott Coffey, Laura Harring, Naomi Watts",6.8,5.0,9.0,3,"In an apartment in a rain-soaked city, a family of three rabbit-headed but human-bodied characters named Jack (Scott Coffey) - the only one who enters and leaves the house - Jane (Laura Harring) and Suzie (Naomi) Watts), leads a mysterious and bizarre dialogue, in a life oppressed by continuous unease and anguish, with flashes of dark irony, while in the hall the audience applauds, laughs and exults towards them.",,0,0,0,0,0
9970,15634,Panic in the Skies!,1996,Action,90,United States,Paul Ziller,"Kate Jackson, Ed Marinaro, Erik Estrada, Maureen McCormick",7.0,6.0,8.0,6,"A Boeing 747 departing from London to New York finds itself in the midst of an unexpected storm. After being struck by two lightning bolts at the same time, he remains without a guide: the two drivers, in fact, were electrocuted. The eldest flight attendant tries to enter the program that manages the flight system with a laptop.","Usual disaster film with the usual plane in trouble at the center. The tension remains high for the duration of the film, the actors are all good. And for a TV movie, that's enough.",0,2,0,3,0
