,filmtv_id,title,year,genre,duration,country,directors,actors,avg_vote,critics_vote,public_vote,total_votes,description,notes,humor,rhythm,effort,tension,erotism
36642,181145,News of the World,2020,Western,118,United States,Paul Greengrass,"Tom Hanks, Helena Zengel, Mare Winningham, Ray McKinnon, Elizabeth Marvel, Michael Angelo Covino, Fred Hechinger, Neil Sandilands, Winsome Brown",6.4,5.91,7.0,88,"Five years after the end of the American Civil War, Captain Jefferson Kyle Kidd, a widower and veteran who fought three wars, travels from city to city as a storyteller, telling stories of presidents, queens, glorious feuds, devastating catastrophes and thrilling adventures from remotest places in the world. On the plains of Texas, he meets Johanna, a ten-year-old girl who was welcomed by the Kiowa six years earlier and raised as one of them. Hostile to a world she has never experienced, Johanna must be returned against her will to her biological aunt and uncle. Kidd agrees to accompany the baby but, as they travel hundreds of miles into the wilderness, the two find themselves facing enormous challenges, both human and natural, as they search for a place they can both call home.",,0,0,0,0,0
17804,29629,The Phantom Planet,1961,Fantasy,82,United States,William Marshall,"Dean Fredericks, Coleen Gray, Tony Dexter, Francis X. Bushman",5.7,,6.0,3,,,0,0,0,0,0
4692,7211,Rooster Cogburn,1975,Western,110,United States,Stuart Millar,"John Wayne, Katharine Hepburn, Richard Jordan, John McIntire",5.4,4.67,6.0,33,"El Grinta is a senior district commissioner that Judge Parker would like to retire for his hasty methods. The last mission is to recover a wagon loaded with explosives stolen by a gang of criminals. With El Grinta are Eula, daughter of a preacher, and a young Indian, Billy. Once again, not even a bandit arrives alive at the court, but Parker decides to reconfirm El Grinta in his role.",Anonymous Western was the penultimate film made by a now sick old John Wayne.,2,2,0,1,0
15144,24524,Surviving the Game,1994,Action,96,United States,Ernest R. Dickerson,"Ice T, Charles S. Dutton, Rutger Hauer, Gary Busey, F. Murray Abraham",4.8,4.0,6.0,7,Plot in preparation,,0,2,0,1,0
21376,38696,City of Ember,2008,Fantasy,95,United States,Gil Kenan,"Bill Murray, Tim Robbins, Saoirse Ronan, Martin Landau, Mackenzie Crook, Toby Jones, Mary Kay Place, Marianne Jean-Baptiste, Harry Treadaway, Liz Smith",6.3,6.44,6.0,132,"For generations, the people of the city of Ember lived in peace and prosperity underground thanks to the immense generator that provided abundant light. Unfortunately, however, the powerful machine had an expiration date and after 200 years its generous activity has come to an end. It will be up to Lina and Doom, two teenagers, to face the blackout that is about to condemn their extraordinary city, in a race against time destined to unravel the ancient mystery of the foundation and to help their fellow citizens to escape from the darkness that is about to close on them.","Based on the novel of the same name by Jeanne DuPrau, Ember. The Mystery of the City of Light is an adventure for children, with mysterious maps, puzzles, vast dungeons and a healthy sense of wonder (even at the cost of unlikely solutions). If the adults are lost in games of power and greed, crushed by disillusionment or intoxicated by mystical fantasies, it remains for the two young people to seek an escape from the city, whose energy generator is unraveling. A fairytale structure made with grace and wrapped in an original and wonderful place.",1,2,1,1,0
19854,35581,Cattle Drive,1951,Western,77,United States,Kurt Neumann,"Joel McCrea, Dean Stockwell, Chill Wills, Leon Ames, Henry Brandon",6.6,,7.0,5,,,0,0,0,0,0
5299,8181,Suburban Commando,1991,Fantasy,96,United States,Burt Kennedy,"Hulk Hogan, Christopher Lloyd, Shelley Duvall, Larry Miner",4.3,4.0,5.0,6,"We are on the quiet outskirts of any American city where the incredible suddenly happens. An extraterrestrial warrior swoops from interplanetary space, chased by none other than fierce alien bounty hunters. Shep, this is the name of the fugitive, finds refuge in the home of an anonymous couple, Charlie and Jenny Wilcox who are thus involved in the battle.","The idea is to mount a comedy on a science fiction plot, focusing on the ironic presence of a wrestling star as the protagonist. An extremely odd idea: Christopher Lloyd, Shelley Duvall and some decent gags are not enough to keep the level of the film high.",1,3,0,1,0
8049,12557,Stone Cold,1991,Action,93,United States,Craig R. Baxley,"Brian Bosworth, Lance Henriksen, William Forsythe",5.6,6.4,5.0,15,"A policeman, Joe Huff, suspended from service for insubordination, witnesses a shooting in a supermarket caused by some thugs on motorcycles. Jeff reacts and takes out the thugs. At this point the FBI forces him to infiltrate the gang where he enters the graces of the grim boss, Chains, and falls in love with Nancy, his woman. This, however, will betray him by revealing his true identity ...","Unsuccessful attempt to throw former American football champion Brian Bosworth, a blonde with a square jaw but with a dull expression, into the cinema. Discreetly shoot the numerous chase sequences and endless shootings.",0,2,0,1,1
22521,40622,Drag Me to Hell,2009,Horror,99,United States,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza, Chelcie Ross, Reggie Lee, Molly Cheek, Bojana Novakovic",7.1,7.03,7.0,319,"Christine works in a bank and is in charge of evaluating possible loans. After denying a mortgage on the house of an old gypsy, she becomes the victim of a curse that turns her life into real hell. The only hope for Christine is the help of a visionary, capable of saving her from the demon that has taken possession of her soul.","The filmmaker of _The House_ and _The Army of Darkness_ is back: irreverent, naughty, a little lousy and daring as in the 80s and its surroundings, the last great author, artist and craftsman of genre and degeneration. Laughter, screams, disgust and reflection. Few means, great cinema.",2,3,1,3,0
34538,152085,Beast of Burden,2018,Action,89,United States,Jesper Ganslandt,"Daniel Radcliffe, Pablo Schreiber, Grace Gummer, Renée Willett, John Gettier, Sean Glover, Alec Heroux, Ashton Tatum, David Joseph Martinez, Mark Smith",4.6,5.0,4.0,20,"Sean Haggerty only has one hour to deliver illegal cargo. An hour to reassure a drug cartel, a killer and the Goddess that everything is going well. An hour to make sure your wife survives. An hour in which he has to do everything from the cockpit of his Cessna.",,0,0,0,0,0
37471,197721,Flora & Ulysses,2021,Adventure,95,United States,Lena Khan,"Matilda Lawler, Alyson Hannigan, Ben Schwartz, Kate Micucci, Danny Pudi, Bobby Moynihan, Benjamin Evan Ainsworth, John Kassir, Nancy Robertson, Christine Lee, Craig Haas",4.8,,5.0,4,A little girl named Flora Buckman adopts a squirrel she calls Ulysses. He will soon realize how the animal is endowed with extraordinary powers.,Adaptation of the novel of the same name by Kate DiCamillo.,0,0,0,0,0
28949,64567,Eve of Destruction,2013,Fantasy,120,United States,"Robert Lieberman, Richard Beattie","Steven Weber, Christina Cox, Treat Williams, Aleks Paunovic, Colin Lawrence, Jessica McLeod, Leah Gibson, Eli Goree, Michael P. Northey, Katharine Isabelle",3.8,,4.0,12,"When two scientists attempt to discover a form of unlimited energy, their experiment is sabotaged by two ecoterrorists. The result is an irreparable disaster that threatens to destroy planet Earth.",,0,0,0,0,0
33351,139179,Wish Upon,2017,Horror,89,United States,John R. Leonetti,"Joey King, Ryan Phillippe, Ki Hong Lee, Shannon Purser, Sydney Park, Josephine Langford, Daniela Barbosa, Alexander Nunez, Mitchell Slaggert, Sherilyn Fenn, Elisabeth Röhm, Kevin Hanchard",4.4,3.33,5.0,33,"Twelve years after discovering her mother's suicide, 17-year-old Clare is bullied at school, feels embarrassed by her father Jonathan's behavior, and is ignored by the boy she likes. But all this changes when her father brings her an old music box one evening that promises to grant seven of her wishes. Skeptical at first, she realizes that every desire is fulfilled thereby improving her existence. Soon though, the people closest to her start dying in violent and elaborate ways after each wish.",,0,0,0,0,0
6274,9756,Montana,1956,Western,76,United States,Ray Enright,"Errol Flynn, Alexis Smith, S. Z. Sakall, Douglas Kennedy",5.5,6.0,5.0,3,"An Australian sheep farmer clashes with Montana cattle ranchers, who want to reserve grazing only for their herds. A modest film, with star Errol Flynn now on the avenue of sunset.",,0,0,0,0,0
31293,80297,All Hallows' Eve,2013,Horror,83,United States,Damien Leone,"Katie Maguire, Catherine A. Callahan, Marie Maser, Kayla Lian, Mike Giannelli, Sydney Freihofer, Cole Mathewson, Michael Chmiel, Marissa Wolf, Minna Taylor",7.1,8.0,6.0,7,"Sarah spends Halloween night working as a babysitter, keeping an eye on little Tia and Timmy throughout the evening. The boy discovers that he has received an anonymous videotape, without title and without cover. After some hesitation, the woman decides to show the mysterious tape to the children. The content will turn Halloween night into hell.",,1,4,0,4,0
33613,141962,Happy Death Day,2017,Horror,96,United States,Christopher Landon,"Jessica Rothe, Israel Broussard, Ruby Modine, Rachel Matthews, Charles Aitken, Laura Clifton, Phi Vu, Jason Bayle",5.5,5.14,6.0,89,Student Tree relives the day of her murder discovering unexpected and terrifying details each time. The time cycle will only come to an end when he discovers the identity of his own killer.,,0,0,0,0,0
11932,19046,Grey Owl,1999,Adventure,107,United States,Richard Attenborough,"Pierce Brosnan, Annie Galipeau, Graham Greene, Nathaniel Arcand",4.6,4.0,5.0,26,"Archie, an English trapper born in Hastings and transplanted to Canada, is a man of the woods who lives by hunting fur animals and selling beaver skins. One day he has a shock: the animals are the children of Manitou, why kill them? The man converts to the environmental cause, is mistaken for an Indian, since he calls himself Gray Owl, and begins to preach respect for nature in front of Western tourists.","Richard Attenborough's film is really a film for tourists, a brochure full of beautiful new age expressions and radical chic environmentalism. Cinema not even talking about it: even the incredible scenarios of Canada are mortified by a pompous but never vibrant direction.",1,2,2,0,0
20876,37869,Dolls,1987,Horror,77,United States,Stuart Gordon,"Ian Patrick Williams, Carolyn Purdy-Gordon, Carrie Lorraine, Guy Rolfe, Hilary Mason, Bunty Bailey, Cassie Stuart, Stephen Lee",6.3,5.5,7.0,30,"A family finds themselves in the midst of a storm during a trip and finds refuge in a country house whose owners build truly ""special"" dolls: a collection of devilish objects with which the family will have to compete.",,0,0,0,0,0
6792,10576,Outcast,1954,Western,87,United States,William Witney,"John Derek, Joan Evans, Jim Davis",6.3,6.0,7.0,11,"Cowboy Jet returns to the country after a long absence to reclaim the family ranch his uncle has taken over. All predictable, with a lot of action.",,0,0,0,0,0
10564,16673,Spawn,1997,Fantasy,105,United States,Mark A.Z. Dippé,"Melinda Clark, Martin Sheen, Theresa Randle, Michael Jai White, John Leguizamo",3.9,3.67,4.0,36,"Five years after being murdered by American intelligence colleagues, Al Simmons makes a pact with the devil to return to earth and see Wanda, the woman of his life. Al is resurrected in the guise of Spawn, a knight of darkness with a disfigured face with the task of leading the devil's army in the destruction of the human race.","Based on the comic of the same name designed by Todd McFarlane, the frilm vaguely resembles ""The Crow"", a cult film also derived from a comic strip. But it completely lacks that dark atmosphere that was the winning feature of ""The Crow"", replaced by a riot of digital effects. Among the performers, a Martin Sheen has become a caricature of himself.",1,2,0,1,0
1733,2642,Phantom of the Opera,1943,Horror,93,United States,Arthur Lubin,"Claude Rains, Nelson Eddy, Susanna Foster, Edgar Barrier, Leo Carrillo, Jane Farrar, J. Edward Bromberg, Fritz Feld, Frank Puglia, Steven Geray, Barbara Everest, Hume Cronyn",6.5,6.2,7.0,23,"One of the musicians of the Paris Opera, after being robbed of one of his compositions, in the throes of fury was responsible for a murder. Horribly burned his face, he has since taken refuge in the basement of the theater. From there he reappears as a ghost from time to time, spreading death and ruin in his madness to favor the career of his daughter, chorister of the Opera. Remake of the version made in 1925 with Lon Chaney, it is rather traditional and not very personal. The use of color (quite unusual at the time, especially for a horror movie) allows for some suggestive solutions. Oscar in photography and scenography.",,0,2,0,3,0
29110,65400,Fast & Furious 7,2015,Action,140,United States,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Kurt Russell, Jason Statham, Tyrese Gibson, Ludacris, Jordana Brewster, Djimon Hounsou, Nathalie Emmanuel, Lucas Black, Romeo Santos",5.3,5.44,5.0,139,"A year after returning to the United States, Dom Toretto (Vin Diesel) and his gang of pilot friends find themselves forced to face the revenge plan of Deckard Shaw (Jason Statham), determined to do justice in his own way for the death of the brother happened years before. To help Toretto and his men will be an enigmatic government agent (Kurt Russell), who offers them in exchange for help to test a secret federal device on their cars.","Reinventing 007's exotic travelogue, Dom and his team travel from Azerbaijan to Abu Dhabi in a succession of dizzyingly virtuosic set pieces, assembled with scientific, molecular precision. Everything is over the top. Pure Corman gangsta rap. With moments of open stage applause.",2,4,1,2,0
19735,35070,The Dead Pit,1989,Horror,95,United States,Brett Leonard,"Jeremy Slate, Cheryl Lawson, Danny Gochnauer, Stephen Gregory Foster",5.8,,6.0,4,,,0,0,0,0,0
32415,117991,Morgan,2016,Fantasy,92,United States,Luke Scott,"Kate Mara, Rose Leslie, Anya Taylor-Joy, Paul Giamatti, Boyd Holbrook, Toby Jones, Michael Yare, Chris Sullivan, Vinette Robinson, Jennifer Jason Leigh, Michelle Yeoh, Jonathan Aris, Sam Spruell",6.0,6.0,6.0,108,"A consultant for a large company, a young woman is sent to a remote top secret location, where she is tasked with investigating a terrifying incident. He will soon discover that the event was triggered by a human presence, apparently innocent but surrounded by a mystery as promising as it is dangerous.",,0,0,0,0,0
26782,52515,Killing Season,2013,Action,90,United States,Mark Steven Johnson,"Robert De Niro, John Travolta, Milo Ventimiglia, Elizabeth Olin",5.1,4.89,5.0,90,"Benjamin Ford (Robert De Niro) is a former American soldier who fought on the front lines during the conflict in Bosnia. To try to forget the horrors he witnessed and remove the most painful memories of a past that continues to haunt him, he retired to live in an isolated cabin in the Rocky Mountains. Here, however, he soon runs into Emil Kovac (John Travolta), a former soldier of Serbian origin who has arrived there to close some unfinished business. Their meeting will spark a close physical and psychological warfare during which old wounds will reopen and the secrets of both will be revealed.",,1,2,2,2,0
24976,45448,To Love and Die,2008,Action,77,United States,Mark Piznarski,"Shiri Appleby, Ivan Sergei, Kristin Dattilo, Christine Adams, Bradley Stryker, Tyron Leitso, Peter Benson, Don S. Davis, Seymour Cassel, Frances Fisher",7.3,,7.0,4,"After yet another sentimental failure, Hildy becomes convinced that her problems stem from being abandoned by her father as a child. He then decides to find him and, when he manages to track him down, he discovers that he is a hired killer. The girl decides to become her father's helper ...",,1,2,0,1,0
2704,4123,Mannequin,1987,Fantasy,94,United States,Michael Gottlieb,"Andrew McCarthy, Kim Cattrall, Estelle Getty, James Spader, G.W. Bailey, Carole Davis, Steve Vinovich, Christopher Maher, Meshach Taylor, Phyllis Newman",4.5,4.5,4.0,11,"After doing a thousand jobs, losing them all due to an excess of ideas, Jonathan manages to get hired at a department store. Here he comes into contact with a strange mannequin who, when they are alone, comes to life and reveals to be the reincarnation of an Egyptian princess of the pharaonic era. Jonathan, thanks to the charm of the mannequin, leads the warehouse to success and arouses the jealousy of the competitors. These first try to make him look crazy and then to destroy the mannequin: but it's all in vain. The story develops hackneyed ideas; in turn, the jokes, which could give a little salt to the farce, are not even funny: to be forgotten.",,1,2,0,1,1
10718,16939,Pursuit of Honor,1997,Adventure,107,United States,Ken Olin,"Don Johnson, Craig Sheffer, Gabrielle Anwar, Rod Steiger",6.5,6.0,7.0,4,"In the mid-thirties the United States was oppressed by a serious economic crisis and the armed forces were also affected by the economic problems that afflict the country. General McArthur in the mood to cut the excessive costs burdening his unit decides to have the excess horses killed. Lieutenant Marsh and Major Libbey disagree and begin an escape across Montana to try and rescue the herd. A TV movie in the classic rural tradition, it is partly saved for the good cast.",,0,2,0,2,0
31801,83615,Hell Bent,1918,Western,50,United States,John Ford,"Harry Carey, Neva Gerber, Joe Harris, Duke R. Lee, Vester Pegg",6.2,6.0,6.0,4,"Cheyenne Harry (Harry Carey) arrives in the town of Rawhide where he meets young Bett (Neva Gerber) who works in the saloon to support her sick elderly mother. Beau Ross (Joe Harris) is the leader of a gang of outlaws operating in the region who, infatuated with Bett, will not hesitate to kidnap her.",,0,0,0,0,0
30304,73351,The Well,2014,Fantasy,95,United States,Thomas S. Hammock,"Haley Lu Richardson, BooBoo Stewart, Max Charles, Nicole Fox, Michael Welch, Jon Gries, Michael Massee, Rena Owen, Leo Lee, Barbara Crampton",6.1,,6.0,8,"In the very near future, freshwater resources have run out and civilization is on the verge of collapse. In an Oregon valley particularly hit by drought, a greedy ""water baron"" is determined to wipe out any survivors using even the most violent means. Only Kendal, a courageous seventeen-year-old more mature than her age, will be able to fight for what is right with determination and determination.",,0,0,0,0,0
22327,40320,Against the Dark,2009,Action,93,United States,Richard Crudo,"Steven Seagal, Tanoai Reed, Jenna Harrison, Linden Ashby, Emma Catherwood, Stephen Hagan, Daniel Percival, Skye Bennett, Tania Dobre, Mihaela Constantin",4.4,4.0,5.0,6,"Earth's population has been decimated by a bloodstream vampire bloodline. The only hope for the survivors laughed in Tao (Seagal) a katana master and in his pupils, a handful of ex-soldiers.",,0,0,0,0,0
18843,32564,You'll Find Out,1940,Horror,97,United States,David Butler,"Peter Lorre, Boris Karloff, Bela Lugosi, Kay Kyser, Dennis O'Keefe",6.3,,6.0,3,,,0,0,0,0,0
12526,20061,Phantoms,1998,Horror,91,United States,Joe Chappelle,"Ben Affleck, Peter O'Toole, Rose McGowan, Joanna Going",4.2,4.25,4.0,28,"The inhabitants of a mountain village all disappear one bad day, sucked into a demonic entity known as ""the ancient enemy"", Chaos. A sheriff and a journalist, a former Oxford professor considered somewhat heretical by the academic world) seek a painless way to save humanity from the end (with the help of the army and two unfortunate maidens).","Directed by serial horror craftsman Joe Chappelle, ""Phantoms"" is actually a film by Dean R. Koontz, the poor man's Stephen King. A bad story and a bad film with little suspense, a routine staging and a certain sloppiness of the performers.",0,3,3,2,1
22686,40893,Red Sands ,2009,Horror,88,United States,Alex Turner,"Shane West, Leonard Roberts, Aldis Hodge, Callum Blue, Brendan Miller, Theo Rossi, Noel Gugliemi, Mercedes Masöhn, Govinda Touzene, Andrew Elvis Miller",4.3,4.0,5.0,5,"According to an ancient legend handed down by the Afghan people, the Djinn are ancestral spirits made of fire, who can take any shape and want to dominate the world and humans. The only way to stop them is to imprison them in vessels similar to the mythical Aladdin's lamp. A squadron of American soldiers at the front has the bad idea of ??blowing up a statue, causing a Djinn to wake up. The monster is terribly thirsty for blood and revenge.","Hallucinated horror with undoubtedly original assumptions, even if the idea of ??an evil and monstrous version of the genie of the Thousand and One Nights lamp can be almost ridiculous to Western audiences.",0,2,0,2,0
27608,56495,Alien Origin,2012,Horror,88,United States,Mark Atkins,"Chelsea Vincent, Peter Pedrero, Philip Coc, Trey McCurley, Daniela Flynn, Andres Rash, Kent Noralez, Rupert Tablada, Saul Pech, Mjr. John Frear",2.3,2.0,3.0,7,"Journalist Julia Evans (Chelsea Vincent) is granted authorization to join the military in Belize, engaged in the capture of rebels and terrorists. As the expedition proceeds filmed by their cameras, the group will come across a terrifying truth about the origins of life on earth, involving a mysterious alien spacecraft.",,0,0,0,0,0
22473,40555,Supercroc ,2007,Action,85,United States,Scott Harper,"Kim Little, Cynthia Rose Hall, Matthew Blashaw, David Novak, Allen Duncan, Ernesto Galan, Marat Glazer, Garth R. Hassell, Kristen Quintrall, Shaley Scott",2.0,2.0,2.0,4,"A small squad of soldiers, joined by a zoologist, is sent to Northern Los Angeles to hunt down a dangerous giant crocodile, which infests the waters of a lake, terrorizing the population. Apparently the animal comes out of the water and kills people because it is looking for some eggs that have been taken away from it. The fight between man and beast will be ruthless ...","Beyond its remarkable pearls of improbability (how did a crocodile arrive in a Los Angeles pond? And where does it find the skills to attack a helicopter in flight?), This umpteenth movie about ""bad animals"" is silly, with terrible special effects and ridiculous dialogues. Pure Z series.",1,2,0,2,0
37677,205581,Old Henry,2021,Western,99,United States,Potsy Ponciroli,"Stephen Dorff, Tim Blake Nelson, Richard Speight Jr., Max Arciniega, Brad Carter, Trace Adkins, Scott Haze, Gavin Lewis, Kent Shelton",6.0,6.0,6.0,3,"Henry (Tim Blake Nelson), a widowed farmer, and his son Wyatt (Gavin Lewis) welcome an injured man named Curry (Scott Haze) into their home who carries a bag full of cash. But when a gang hunts for money arrives at their farm, Henry will have to decide who to trust.",,0,0,0,0,0
9248,14468,Bloodsport 2,1996,Action,90,United States,Alan Mehrez,"Daniel Bernhardt, Don Gibb, James Hong, Pat Morita",4.5,5.0,4.0,3,"Alex is a thief who as a prisoner learns the secrets of martial arts. His teacher is the wise Sun. Alex learns that the sword he stole from a wealthy art collector is the trophy for the winner of the Kumite, the toughest martial arts tournament in the world. Now redeemed from his past life, he returns it to its rightful owner, to then conquer it regularly in combat. ""Bloodsport"" (""No holds barred"") had the function of launching the Van Damme myth. No. 2 tries to exploit his memory, using an imitation of the now famous Belgian as the protagonist. Full throttle action; history is optional.",,0,3,0,1,0
4158,6381,The Premature Burial,1962,Horror,81,United States,Roger Corman,"Ray Milland, Hazel Court, Richard Ney, Heather Angel, Alan Napier",7.4,7.5,7.0,53,"Guy Garrel (Ray Milland) is terrified of being buried alive. He marries Emily, daughter of his master, Dr. Gault, and has a coffin built for a possible spill. When Garrel finds out that his father has been buried while still alive, he suffers a seemingly deadly shock. Inspired only vaguely by Edgar Allan Poe, Corman creates a film that is typically his own: without great means, hypnotic rhythm, visionary surges accentuated by bright colors. Instead of the usual Vincent Price here is MIlland, who is doing very well.",,1,2,0,3,0
11669,18576,The Mephisto Waltz,1972,Horror,110,United States,Paul Wendkos,"Alan Alda, Jacqueline Bisset, Curt Jurgens",5.8,6.0,6.0,11,"A mediocre pianist finds the easiest way to success and increase his talent. A nice pact with Satan through his emissary Roxanne, daughter of a great musician who recently passed away. The pianist's wife senses that something evil is happening to her husband and goes to counterattack.","The plot is incredibly confusing. At a certain point it is no longer clear who is embodied in whom and how many characters decide to sacrifice themselves to the devil. Which is, as is known, a woman. Wendkos, however, does not hold back in terms of scares and at least the atmosphere is the right one. Gorgeous Jacqueline Bisset.",0,1,0,2,1
16839,27476,Air Rage,2001,Action,100,United States,Fred Olen Ray,"Ice T, Cyril O'Reilly, Rick Cramer, Kimberly Oja, Alexandra Raines",4.1,4.0,4.0,8,"Found guilty of heinous war crimes, Marine Colonel Skikes is sentenced to life in military prison. His loyalists, however, manage to make him escape, and with him at the head they hijack a plane to obtain a strong ransom. There is work for Matt Marshall and his counterterrorism unit ...","Fred Olen Ray, a brand a guarantee: according to the annals, our company would have signed - both in its own name and with a plethora of pseudonyms - the beauty of 93 films from 1971 to 2006! Seven in 2001 alone, one of which is this _Air Rage_: and the reader will forgive us, if at this point we have run out of space for further comments ...",0,2,0,2,0
3952,6056,So Red the Rose,1935,Adventure,82,United States,King Vidor,"Margaret Sullavan, Randolph Scott, Walter Connolly, Robert Cumming",7.6,8.0,7.0,5,"The misfortunes of a wealthy southern U.S. planter family during the Civil War. The young Valette sees her brother Edward die and, after the defeat of the Confederates, she also loses contact with her cousin Duncan, with whom she is in love. However, the defeat did not destroy everything and the two young men manage to marry and return to their land to try to rebuild, at least in part, the ancient plantation. The idea was good and came four years earlier than Gone with the Wind. The result is pleasant, but economically it was a disaster.",,0,2,1,2,0
1995,3027,The Getaway,1972,Action,122,United States,Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Al Lettieri, Sally Struthers, Slim Pickens, Richard Bright, Jack Dodson, Dub Taylor",7.8,7.95,8.0,156,"A politician manages to get Doc, a hardened criminal, out of prison before he has served his entire sentence; in exchange the latter has to rob a bank for him. The blow is scored with some accomplices who, however, compete for the booty. Doc escapes to Mexico with his money and his wife, chased by his accomplice, whom he had thought dead, and by the police. However, the road is very long and the dangers are always lurking. Will the skilled Doc succeed in his intent?","From a Jim Thompson novel, adapted and scripted by Walter Hill, Peckinpah directs the only detective story of his career. The director of the ""Wild Bunch"" transforms the escape to freedom of the robber and his beautiful and courageous wife into a contemporary western. Deadly traps, a chase to the last breath and an unpredictable ending. An opaque remake of the film was shot in 1994.",1,3,1,3,2
7368,11467,Soldier of Fortune,1955,Adventure,96,United States,Edward Dmytryk,"Clark Gable, Susan Hayward, Michael Rennie, Gene Barry",6.2,6.0,6.0,6,An American reporter mysteriously disappears in Hong Kong. His wife then goes to the Asian city to find out what happened to her husband. Here the inspector following the investigation suggests that the woman seek help from an American adventurer who has been in Asia for years. The man agrees to help her and ends up falling in love with her ...,"Edward Dmytryk, shooting in Hong Kong, manages to create discreet atmospheres, also capturing the peculiarities of the environment. The interpreters are quite persuasive, a Clark Gable who starts at dusk but keeps his charm intact, and a Susan Hayward who goes along well with him.",1,2,0,1,1
3520,5388,A Force of One,1979,Action,90,United States,Paul Aaron,"Chuck Norris, Jennifer O'Neill, Clu Gulager, Ron O'Neal",4.7,5.0,4.0,8,"A deadly new drug is spreading on the California coast. But the traffickers are defeated by a martial arts cop who has the expressionless face of Chuck Norris early in his career. The director is Paul Aaron, but, to tell the truth, nothing changes and the story has nothing original. Follow-up to ""Commando Black Tigers"" by Ted Post, director and producer of some successful TV series.",,0,2,1,1,0
2936,4460,Westworld,1973,Fantasy,90,United States,Michael Crichton,"Yul Brynner, Richard Benjamin, James Brolin, Victoria Shaw",7.8,7.6,8.0,156,"We are in Delos, a vacation spot for the earthlings of the near future. Divided by historical epochs and populated by suitably clad robots, it allows tourists to ""live"" adventures of all kinds without danger. But for Peter and John something goes wrong: the robots start to rebel and the plunge into the Old West turns into a tragic nightmare, from which it seems impossible to find a way out.","Crichton is a novelist and director who awakens the most disturbing hallucinations linked to scientific progress (see ""Jurassic Park""). Here he creates a western fantasy full of suspense and gimmicks, with a hypnotic Brinner.",1,3,2,3,1
8912,13898,Lust for Gold,1949,Western,90,United States,S. Sylvan Simon,"Ida Lupino, Glenn Ford, Gig Young",6.1,6.0,6.0,8,A boy sets out in search of the gold mine his grandfather discovered in Arizona a hundred years earlier. The man had been hunted by a woman who wanted to steal the map with the location of the mine and killed her and her husband.,Anomalous dramatic western told with many flashbacks that enliven the narrative.,1,2,0,2,0
3972,6087,Rocky Mountain,1950,Western,83,United States,William Keighley,"Errol Flynn, Patrice Wymore, Scott Forbes",7.1,6.0,8.0,8,"At the beginning of 1865 the American Civil War seems marked for the southerners. General Lee entrusts Captain Lafe Barstow with the task of recruiting new soldiers even among the outlaws. On the way to the Rocky Mountains, however, he will also have to guard against the threatening presence of the Indians.",A routine film that has the only characteristic of being the last western starring Erroll Flynn.,0,2,0,2,0
32790,128407,Phantasm: Ravager,2016,Fantasy,87,United States,David Hartman,"Angus Scrimm, Reggie Bannister, A. Michael Baldwin, Kathy Lester, Bill Thornbury, Daniel Schweiger, Gloria Lynne Henry, Cean Okada, Jay Oliva, Daniel Roebuck",5.7,,6.0,7,"From time immemorial Reggie, a former ice cream seller, has been on a constant search for his greatest enemy, the evil Tall Man. He will finally be forced to confront the mysteries of death and the strange spheres that rage in the sky.","Fourth chapter of the Ghosts saga, created by Don Coscarelli in 1979.",0,0,0,0,0
19609,34725,Bound by Honor,1993,Action,180,United States,Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Delroy Lindo",7.0,,7.0,5,"Half brothers Paco and Cruz and cousin Miklo in 1972 are part of a Los Angeles gang known as the Vatos Locos. Their existence is marked by violent crime and drugs until their fates take different paths: Miklo ends up in San Quentin prison, Cruz becomes an exceptional artist but addicted to heroin and Paco, ironically, becomes a policeman.",,0,0,0,0,0
9031,14108,Last of the Redmen,1947,Adventure,78,United States,George Sherman,"Jon Hall, Michael O'Shea, Evelyn Ankers",6.0,6.0,6.0,4,"Two young ladies and a boy, the sons of an English general, cross the territories of North America infested with aggressive Indian tribes under escort. A noble and courageous Mohican, the only survivor of his people, acts as their defender and guide. This version of the Fenimore Cooper novel is neither the best nor the worst.",,0,0,0,0,0
14413,23204,Gale Force,2002,Adventure,96,United States,Jim Wynorski,"Treat Williams, Michael Dudikoff, Paul Logan, Renee Ridgeley",6.3,6.0,7.0,4,"Sam, a Los Angeles detective, takes part in a reality TV show: along with three other contestants he must hunt for a treasure (10 million dollars in cash) hidden on a wild island. to spoil the show is Jared, at the head of a militia armed to the teeth, who lands on the island to get his hands on the loot. An easy task, but only apparently: because the timid Sam and his improvised comrades in arms manage to prevent the group from leaving the island with the treasure, and then nature gets involved, unleashing a hurricane that risks making a square clean of all.",,0,2,0,3,0
